timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777239486045,16,GET /restaurants (search),200,OK,Week4 Load Group 1-52,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,16,0,0
1777239486061,17,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-52,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,17,0,1
1777239485812,531,POST /auth/user/login,200,OK,Week4 Load Group 1-53,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,531,0,2
1777239486343,12,GET /restaurants (search),200,OK,Week4 Load Group 1-53,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,12,0,1
1777239486356,11,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-53,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,11,0,1
1777239486254,351,POST /auth/user/login,200,OK,Week4 Load Group 1-54,text,true,,401,265,1,1,http://localhost:8003/auth/user/login,350,0,1
1777239486606,9,GET /restaurants (search),200,OK,Week4 Load Group 1-54,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,9,0,0
1777239486616,8,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-54,text,true,,279,489,1,1,http://localhost:8001/restaurants/2/reviews,8,0,0
1777239486703,281,POST /auth/user/login,200,OK,Week4 Load Group 1-55,text,true,,401,265,1,1,http://localhost:8003/auth/user/login,281,0,1
1777239486986,9,GET /restaurants (search),200,OK,Week4 Load Group 1-55,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,9,0,1
1777239486996,6,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-55,text,true,,279,489,1,1,http://localhost:8001/restaurants/2/reviews,6,0,0
1777239487154,361,POST /auth/user/login,200,OK,Week4 Load Group 1-56,text,true,,401,265,1,1,http://localhost:8003/auth/user/login,361,0,1
1777239487517,109,GET /restaurants (search),200,OK,Week4 Load Group 1-56,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,109,0,1
1777239487627,26,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-56,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,26,0,1
1777239487606,600,POST /auth/user/login,200,OK,Week4 Load Group 1-57,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,600,0,1
1777239488208,50,GET /restaurants (search),200,OK,Week4 Load Group 1-57,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,49,0,1
